index,title,author,url,cuisine,image_url,ingredients,instructions,language,ratings,reviews,site_name,total_time,yields,servingSize,calories,carbohydrateContent,proteinContent,fatContent,saturatedFatContent,cholesterolContent,sodiumContent,sugarContent,fiberContent,transFatContent,unsaturatedFatContent
1355,Chinese Preserved Greens,Judy,https://thewoksoflife.com/chinese-preserved-greens/,Chinese,https://thewoksoflife.com/wp-content/uploads/2020/07/preserved-greens-3.jpg,"['2.7 kg fresh kale, mustard greens, or radish greens ((6 pounds))', '100 g sea salt ((about 1/3 cup))']","Make sure all containers, work surfaces, your knife, and your hands are thoroughly cleaned and free of any dirt, grease, or grime.
Let them air dry completely for 12 hours. If you have loose stalks and leaves like I did, you can bundle them together with kitchen string or rubber bands, and hang them on a line of clean twine to dry.
Once all the leaves are dried (free of surface water, not dehydrated) and slightly wilted, chop them to your desired size—I did small slivers. You can also cut them into larger chunks or leave them whole.
In a large bowl, sprinkle salt onto every layer of greens. Knead the vegetables with clean hands to work the salt in, until they are well coated. Transfer everything to a clean container with a cover. Marinate in the refrigerator for at least 3 days. After three days, they are ready to be used!",en-US,5.0,,The Woks of Life,5760,36 serving(s),1 serving,37 kcal,7 g,3 g,1 g,1 g,,1105 mg,,,,
1356,Stir-fried Watercress: A Healthy Leafy Green Vegetable,Bill,https://thewoksoflife.com/stir-fried-watercress/,Chinese,https://thewoksoflife.com/wp-content/uploads/2018/05/stir-fried-watercress.jpg,"['3 tablespoons vegetable or canola oil', '1 teaspoon fresh ginger ((finely julienned))', '3 cloves garlic ((finely minced))', '2 bunches watercress ((about 1 pound/450g, washed thoroughly))', '⅛ teaspoon white pepper', '⅛ teaspoon sugar', '½ teaspoon salt', '⅛ teaspoon sesame oil', '¼ teaspoon MSG ((VERY optional!))']","Place your wok over medium high heat, and add the oil, spreading it around to coat the surface of the wok.
Add the ginger, letting it caramelize and infuse the oil. Take care not to let it burn. Add the minced garlic, and give it a stir. Immediately add the watercress (if you wait too long, your garlic could burn). Turn the heat up to high.
Stir-fry the watercress for 20 seconds to evenly distribute the ginger, garlic and oil. Once mixed, move all of the watercress to the center of the wok in a small pile, and cover the wok.
After 45 seconds, uncover the wok. There should be plenty of steam at this point. Use a circular stirring motion to drag the pile of watercress and some of the liquid around the sides of the superheated wok. Stirring the watercress against the hottest and driest part of the wok will generate that wok hay flavor. Gather the watercress back in the middle of the wok. To give you an idea of the cooking time, this step should take no more than 20 seconds.
While you wait for the sides of the wok to reheat, add the white pepper, sugar, salt, sesame oil and MSG, if using. (A quick note on the spices: we list MSG as optional because many people shy away from it, but it’s a tasty addition to leafy green vegetables that really gives you that restaurant flavor. Use it per your own tastes and perspectives!)
Stir-fry the mixture again to mix in the seasonings, once more stirring the watercress and the liquid so it hits the sides of the wok to generate more wok hay.
Use your wok spatula to scoop the watercress onto a shallow rimmed bowl, making sure to get the remaining liquid, as it’s super-infused with garlic, ginger, and those vitamins from the watercress. Serve as a side dish or just with some white rice as a super light vegan meal.",en-US,4.58,,The Woks of Life,20,4 serving(s),1 serving,117 kcal,2 g,3 g,12 g,9 g,,338 mg,1 g,1 g,,
1357,Crispy Hasselback Potatoes with Spicy Bacon Scallion Relish,Sarah,https://thewoksoflife.com/hasselback-potatoes-bacon/,Chinese,https://thewoksoflife.com/wp-content/uploads/2017/11/hasselback-potatoes-12.jpg,"['6 medium russet potatoes ((scrubbed))', 'Olive oil', 'Salt and pepper', '4 ounces bacon ((chopped))', '1 tablespoon cumin seeds', '1 teaspoon red chili flakes', '2 scallions ((chopped))']","Preheat your oven to 400 degrees F.
Place each potato between the handles of 2 chopsticks or wooden spoons. Slice the potato into thin slices, leaving 1/4 inch at the bottom unsliced (the chopsticks/spoon handles will prevent you from slicing the potato all the way through). Repeat with the remaining potatoes.
Place on a parchment-lined baking sheet, and brush thoroughly with olive oil, making sure to get the oil in between all the potato layers. Season with salt and pepper to taste, and roast in the oven for 1 hour and 20 minutes.
When the potatoes are almost done roasting (i.e. when there are about 10 minutes of roasting time left), sautee the bacon in a pan over medium heat until crisp. Lightly smash the cumin seeds using a mortar and pestle, and add to the bacon along with the chili flakes and scallions. Stir, remove from the heat, and sprinkle over the potatoes. Serve!",en-US,5.0,,The Woks of Life,100,6 serving(s),1 serving,333 kcal,40 g,7 g,17 g,4 g,12 mg,531 mg,1 g,3 g,,
1358,Honey Sriracha Roasted Brussels Sprouts,Kaitlin,https://thewoksoflife.com/honey-sriracha-roasted-brussels-sprouts/,Chinese,https://thewoksoflife.com/wp-content/uploads/2019/11/sriracha-brussels-sprouts-7.jpg,"['2 pounds brussels sprouts', '2-3 cloves garlic ((roughly chopped))', '1 tablespoon olive oil', 'salt ((to taste))', '3 tablespoons honey', '2 tablespoons sriracha ((or to taste))', '3 tablespoons chili oil ((or to taste))']","Clean the brussels sprouts by soaking them in cold water. Using the slicing attachment of the food processor, slice the brussel sprouts into thin rounds. If you don’t have a food processor, you can do this by hand with a sharp knife.
Transfer the brussels sprouts and chopped garlic to a sheet pan. Drizzle with olive oil and season with salt to taste. There’s salt in the sriracha, so don’t go overboard.
In a small bowl, mix together 3 tablespoons honey, 2 tablespoons sriracha, and 3 tablespoons chili oil. You can adjust the amounts to taste if you like your food more or less spicy. Toss the brussels sprouts with the sauce and spread in a single layer.
Roast at 450F for 15-20 minutes, finishing them under the broiler for 1-2 minutes if they need crisping further. Finish with another drizzle of chili oil (optional), and serve!",en-US,-1.0,,The Woks of Life,30,6 serving(s),1 serving,181 kcal,23 g,5 g,10 g,1 g,,347 mg,12 g,6 g,,
1359,Chinese Pickled Mustard Greens (Haam Choy),Bill,https://thewoksoflife.com/pickled-mustard-greens-haam-choy/,Chinese,https://thewoksoflife.com/wp-content/uploads/2020/11/pickled-mustard-greens-ham-choy-33.jpg,"['3 1/2 pounds Chinese mustard greens ((gai choy, weighed after trimming but before washing))', '1.5 ounces ginger ((peeled and sliced 1/4 inch thick))', '8 teaspoons sea salt ((about 2 1/4 teaspoons/13g per pound of greens))', '10 cups water', '1 1/2 tablespoons sea salt', '3 1/2 teaspoons sea salt ((1 teaspoon/6g per pound of vegetables))', '2.62 teaspoons granulated sugar ((2.62 teaspoons is 2 1/2 plus 1/8 teaspoon; 3/4 teaspoon/3g per pound of vegetables))', '7 tablespoons white vinegar ((2 tablespoons/30 ml per pound of vegetables))']","Trim the tough base off of the mustard greens, along with any yellow or brown portions of the leaves. To remove any dirt or sand, soak them in a large bowl of water for 10 minutes. Shake the vegetables to loosen the grit. Lift the vegetables out of the dirty water and rinse. Rinse the bowl, fill with fresh water, and repeat this process two more times. This cleaning step is very important.
In a large pot, add 10 cups (2.4 liters) of water, bring to a boil, and turn the heat down to medium low. Stir in 1 ½ tablespoons (26g) of salt, until dissolved.
Place the mustard greens into the simmering water 1 or 2 at a time, so they’re completely submerged. Blanch for 30 seconds, rotating them to evenly heat them on all sides. Lift the mustard greens out of the water and transfer to a clean sheet pan to cool.
Next, put the sliced ginger into the blanching water and bring the water back to a simmer. Once simmering, turn off the heat, and allow the liquid to cool to room temperature.
Once the vegetables are cool enough to handle, pour off any excess water from your sheet pan and rub salt (2 ¼ teaspoons/13g per pound of mustard greens) all over the greens, getting into the inner stems and rubbing the salt evenly across each stem/leaf until it has dissolved.
Place into a non-reactive bowl—stainless steel, enamel, ceramic, or glass work—and pour the ginger-infused blanching liquid over the vegetables. Place a large plate on top of the vegetables with a heavy pot (or a pot filled with water) on top to press them down and keep them submerged. Allow the greens to sit in the salted water for 24 hours at room temperature, covered with a clean towel or paper.
Disinfect the jar by first washing it thoroughly. Wash your hands, and rinse the jar with boiling water. With clean hands or tongs, lift the mustard greens out of the brine solution and let any excess liquid drain for a few seconds.
Squeeze the vegetables tightly. This removes spaces where air bubbles can form, and also makes them more compact. Place them into the jar along with the ginger slices. Do your best to squeeze the vegetables into the jar and distribute the ginger evenly. Reserve the brine, as you will be adding it to the jar momentarily.
Measure 1 teaspoon (6g) salt and ¾ teaspoon (3g) sugar per pound of greens, and sprinkle on top of the vegetables in the jar. Measure out 2 tablespoons (30 ml) white vinegar per pound of vegetables, and pour it over the salt and sugar in the jar.
Next, use a clean ladle to carefully transfer the brine into the jar until it is almost full. Check for air pockets that may be trapped near the bottom of the jar. Use a chopstick to move the mustard greens around to release any air bubbles. You can also cap the jar and move it around to coax air bubbles up to the top. Once you feel all air bubbles have been eliminated, fill the jar to the top to ensure that all of the greens are completely submerged in liquid.
Take a 10- to 12-inch square piece of plastic wrap and fold it in half twice to make a neat smaller square. Place it over the jar, making sure there are no air bubbles under the plastic wrap. Screw the top on over the plastic wrap to create an airtight fit.
Use a clean kitchen cloth to wipe any liquid from the jar and place a label on it with the date. Place the jar in a cool dark place for about 2 days, or until the mustard greens have turned from a bright green to a dull green.
After the mustard greens turn a dull green (2 days), put them in the back of the refrigerator, and they should be ready to eat in 7 days.",en-US,5.0,,The Woks of Life,14505,12 serving(s),1 serving,40 kcal,7 g,4 g,1 g,1 g,,987 mg,2 g,4 g,,
1360,Coconut Tapioca Dessert with Sweet Rice Balls,Judy,https://thewoksoflife.com/coconut-tapioca-dessert/,Chinese,https://thewoksoflife.com/wp-content/uploads/2017/01/coconut-tapioca-dessert-8-1.jpg,"['13.5 ounces coconut milk ((380g))', '1½ cups milk', '¼ cup condensed milk ((or up to 1/2 cup, depending on the level of sweetness you like; 60-120 ml))', '½ teaspoon vanilla extract', '½ cup sweet rice flour ((140 grams))', 'water', '½ cup mini pearl tapioca ((90 grams))', '½ cup fresh strawberries ((sliced, or fresh fruit of your choice))', '½ cup fresh blueberries ((or fresh fruit of your choice))']","Add the coconut milk, milk, sweetened condensed milk, and vanilla extract to a small pot. Stir and bring to a boil—watch it closely so the liquid doesn’t boil over. Once it boils, immediately take it off the heat. Let the mixture cool slightly, and put it in the refrigerator to chill. This step can be done ahead of time!
Time to make the mini sticky rice balls. Mix the sweet rice flour with ¼ cup of water in a bowl using your hands. Then add ½ teaspoon water at a time until the dough turns into a play-doh-like consistency—not too wet but pliable. If the dough falls apart as you roll it in between your palms, it’s too dry, but if the dough gets wetter as you roll it in between your palms, it’s too wet. Next, take a small piece—about 3 grams if you have a scale—and roll it into a small ball. Place it on a piece of parchment or clear plastic wrap. Repeat until you’ve used all the dough. Cover with plastic wrap and put the sweet rice balls in the refrigerator while you prepare the rest of the dessert.
In a pot, bring 4 cups of water to a boil. Add the mini pearl tapioca (don’t add it before the water is at a full boil!). Stir and bring it to boil again. Turn off the heat, cover it with a lid, and set your timer for 18 minutes. After 18 minutes have elapsed, the pearl tapioca should turn completely transparent, which means they’re fully cooked. Strain the pearls, rinse them with cold water to prevent them from sticking, and set aside.
In the same pot, bring another 4 cups of water to a boil, and add the sweet rice balls. Stir and let them cook for a few minutes over high heat. When they float to the top, they’re done. Strain and rinse them with cold water to prevent sticking.
Divide the prepared coconut milk soup into 4 bowls, then divide and add in the cooked sweet rice balls and pearl tapioca. Top with your fresh fruit of choice and serve!",en-US,4.5,,The Woks of Life,60,4 serving(s),1 serving,465 kcal,54 g,8 g,25 g,21 g,16 mg,77 mg,18 g,1 g,,
1361,Vegetable Lo Mein,Bill,https://thewoksoflife.com/vegetable-lo-mein/,Chinese,https://thewoksoflife.com/wp-content/uploads/2014/09/vegetable-lo-mein-5-1.jpg,"['1 pound fresh white noodles or lo mein egg noodles ((450g))', '1 tablespoon dark soy sauce', '2 tablespoons light soy sauce', '1 teaspoon sesame oil', '1 teaspoon sugar ((plus 1 teaspoon hot water to dissolve the sugar in))', 'Pinch of five spice powder ((optional))', '1 tablespoon oil', '1 clove garlic ((minced))', '1 cup sliced mushrooms ((shiitakes, button mushrooms, or anything you like))', '1 scallion ((split at the thick parts and cut into 2-inch lengths))', '1 bell pepper ((red, orange, or yellow; julienned))', '1 small carrot ((julienned))', '1 tablespoon Shaoxing wine', '1 cup snow peas ((trimmed))', '1 cup leafy greens ((bok choy, choy sum, etc.))']","Boil water in a large pot for the noodles. If using the lo mein egg noodles, you can skip this step, as those noodles do not require any pre-cooking. But if using fresh white noodles, you will have to boil them. Just cook until al dente, drain, and rinse in cold water. Set aside.
In a small bowl, combine the soy sauces, sesame oil, dissolved sugar, and five spice powder, if using.
Heat 1 tablespoon oil in a wok over high heat and add the garlic, mushrooms, and the white parts of the scallions. Stir-fry for 30 seconds and add the peppers and carrots. Make sure your wok is searing hot, and then add the Shaoxing wine. Stir-fry for another minute.
Next, add the snow peas and leafy greens to the wok and cook until the greens are just wilted. Then add your noodles. Make sure that before you add them, they’re somewhat loose and not all clumped together (you can rinse them in warm water to loosen them up before adding them to the wok).
Pour your sauce mixture over the noodles and stir-fry until the color of the noodles are uniform. A folding or scoop-and-lift motion works well for that. Once everything is well-combined, dish out the noodles and serve.",en-US,4.87,,The Woks of Life,25,4 serving(s),1 serving,416 kcal,84 g,14 g,7 g,1 g,,1116 mg,5 g,4 g,,
1362,Chinese Spicy Eight Treasures Stir Fry,Judy,https://thewoksoflife.com/spicy-eight-treasures-stir-fry/,Chinese,https://thewoksoflife.com/wp-content/uploads/2013/09/eight-treasures-stir-fry.jpg,"['1 cup spiced bean curd ((cut in ½-inch cubes))', '1 cup carrot ((diced in ½-inch cubes))', '1 cup frozen shelled edamame ((thawed))', '1 cup lean pork ((diced into ½-inch cubes))', '2 heads garlic ((peeled and chopped))', '½ cup small dried shrimp ((rinsed and drained))', '1 cup raw shelled peanuts ((rinsed and drained))', '1 cup green pepper ((diced; long hot peppers can be used for extra heat, or you can use bell peppers if you prefer it mild))', '3 tablespoons cooking oil', '2 tablespoons shaoxing wine', '2 tablespoons spicy bean paste ((doubanjiang))', '1/2 teaspoon sugar', '1 tablespoon sesame oil', '1 teaspoon black bean chili sauce ((Lao Gan Ma brand))']","Stir fry the spiced bean curd with a teaspoon of oil over medium heat for 2 minutes. Take it out of wok and set aside. Stir fry the carrot with a teaspoon of oil using medium heat for about two minutes…until softens slightly. Take it out of wok and set aside. Repeat the process another two times with the edamame and the cubed pork and set both aside.
Then add a tablespoon of oil to the pan and stir-fry the garlic over medium heat for about a minute. Add the shrimp and stir to combine. Add the peanuts and stir for another 3-5 minutes, until they start to smell fragrant. Then add the green pepper and mix well. Now add all the pre-cooked ingredients: the bean curd, carrot, edamame and pork. Continue to stir and cook for another few minutes so that everything comes together. Add cooking wine, spicy bean paste, sugar, sesame oil, and the black bean chili sauce. Stir everything together and keep stirring until most of the liquid has evaporated and all the ingredients are well-coated in sauce. Plate and serve!",en-US,4.67,,The Woks of Life,45,6 serving(s),1 serving,384 kcal,16 g,24 g,26 g,3 g,39 mg,204 mg,4 g,5 g,,
1363,Vegetable Moo Shu,Bill,https://thewoksoflife.com/vegetable-moo-shu/,Chinese,https://thewoksoflife.com/wp-content/uploads/2017/09/vegetable-mooshu-11.jpg,"['1 tablespoon light soy sauce', '½ teaspoon sesame oil', '1 tablespoon hoisin sauce ((plus extra for serving))', '¼ teaspoon ground white pepper', '¼ teaspoon salt', '3 ½ tablespoons oil ((divided))', '2 carrots ((julienned, about 1½ cups))', '2 pieces spiced tofu ((4 ounces/113g, julienned))', '1½ cups celery ((julienned))', '1 red bell pepper ((thinly sliced))', '6 fresh Shiitake mushrooms ((thinly sliced))', '2 cloves garlic ((minced))', '1 leek ((julienned, about 3 cups))', '1 tablespoon Shaoxing wine', 'Mandarin pancakes']","Stir together the light soy sauce, sesame oil, hoisin sauce, white pepper, and salt, and set aside.
Heat your wok over high heat with ½ tablespoon oil, and stir-fry the julienned carrots for 90 seconds, remove and set aside. Using the same method, with ½ tablespoon oil each--cook the five-spiced tofu, celery, red bell pepper, and shiitake mushrooms separately, and set those aside. Be careful not to overcook the vegetables. 90 seconds is really all you need––or you’ll have a mushy moo shu filling!
Next, heat the wok over high heat with the remaining tablespoon of oil, and add the minced garlic and leeks.
Stir fry the vegetables until the leeks are just wilted (about 2 minutes), and add the carrots, five-spiced tofu, celery, bell pepper, and mushrooms back to the wok.
Spread the Shaoxing wine around the perimeter of the wok, and add in the sauce mixture we prepared earlier. Stir fry everything together for another minute.
Serve immediately with steamed Mandarin pancakes and hoisin sauce on the side!",en-US,4.89,,The Woks of Life,40,6 serving(s),1 serving,136 kcal,9 g,3 g,10 g,1 g,1 mg,348 mg,4 g,2 g,,
1364,Rainbow Noodle Salad with Fruity Ginger Soy Vinaigrette,Sarah,https://thewoksoflife.com/rainbow-noodle-salad/,Chinese,https://thewoksoflife.com/wp-content/uploads/2015/10/rainbow-noodle-salad-8-1.jpg,"['¼ cup olive oil', '1 tablespoon sesame oil', '1 tablespoon soy sauce', '3 tablespoons rice vinegar', '1 tablespoon minced ginger', '½ cup coconut water ((or coconut water/juice blend))', '1 teaspoon crushed red pepper flakes', '1 teaspoon salt ((or to taste))', '8 oz. soba noodles ((dried & uncooked))', '¼ red cabbage ((shredded))', '1 red bell pepper ((julienned))', '2 medium carrots ((julienned))', '1 cucumber ((de-seeded and julienned))', '1 yellow tomato ((de-seeded and sliced, or 1 pint yellow cherry tomatoes, halved))', '1/3 cup cilantro ((chopped))', '1/3 cup scallions ((chopped))', '1/3 cup basil ((chopped))']","Whisk together all the dressing ingredients and set aside. Cook the soba according to the package directions, and rinse thoroughly in cold water. Toss together all the noodles, vegetables, herbs, and dressing. Serve!",en-US,5.0,,The Woks of Life,45,8 serving(s),1 serving,202 kcal,28 g,5 g,9 g,1 g,,681 mg,3 g,2 g,,
1365,Snow Pea Leaves with Garlic,Judy,https://thewoksoflife.com/stir-fried-snow-pea-leaves-with-garlic/,Chinese,https://thewoksoflife.com/wp-content/uploads/2013/06/bok-choy-stirfry-1.jpg,"['1 pound snow pea leaves ((450g))', '3 tablespoons vegetable oil', '3-5 cloves garlic ((finely chopped, depending on how much you like))', '1/2 teaspoon salt ((or to taste))', '1/4 teaspoon white pepper', '1 teaspoon sesame oil']","Soak snow vegetables in a large bowl or other container for 1 to 2 hours. Then wash thoroughly (2 to 3 times) to get rid of all the dirt and sand clinging to the leaves and stems. Drain off all the water.
Using very high heat, heat oil in your wok until it just starts to smoke a bit. Quickly add the garlic and the veggies, taking care not to burn them by constantly stirring. After a minute, add salt, cracked white pepper, and sesame oil. Stir and mix well.
Put the lid on the wok and cook for about 1-2 minutes. Remove lid, stir briefly, and transfer to a dish.
Tip: don't open the lid more than once during cooking, as it will cause the vegetables to lose their green color!",en-US,5.0,,The Woks of Life,20,4 serving(s),,,,,,,,,,,,
1366,Kung Pao Tofu,Sarah,https://thewoksoflife.com/kung-pao-tofu-vegan-vegetarian/,Chinese,https://thewoksoflife.com/wp-content/uploads/2019/01/kung-pao-tofu-20.jpg,"['14 ounces firm tofu ((400 g))', '1/3 cup cornstarch ((40 g))', '1/4 teaspoon garlic powder', '1/4 teaspoon onion powder', '1/8 teaspoon five spice powder', '1/4 teaspoon salt', '1/4 cup water ((60 ml))', '1 tablespoon soy sauce ((15 ml))', '½ teaspoon dark soy sauce', '2 teaspoons sugar ((8 g))', '¼ teaspoon salt ((1 g))', '1 1/2 teaspoons rice vinegar', '½ teaspoon sesame oil', '2 teaspoons cornstarch ((5 g))', '2/3 cup warm water ((160 ml))', '1/4 cup peanut or vegetable oil', '1 cup blanched shelled and skinless peanuts ((140 g))', '2 medium carrots (chopped into pieces to match the size of the peanuts)', '1 tablespoon ginger', '3-5 dried chili peppers', '3 cloves garlic', '3 scallions', '1 teaspoon Sichuan peppercorn powder']","Remove the tofu from the plastic carton onto a plate and let it sit for 10 minutes to allow the excess liquid to drain. Next, place the tofu on a flat surface lined with clean kitchen towels or paper towels and pat the sides dry. Transfer to a cutting board.
Cut the tofu into ½-inch cubes and allow them to continue to drain for a few minutes.
Meanwhile, in a mixing bowl, combine 1/3 cup cornstarch, garlic powder, onion powder, 5 spice powder, salt and water until a thick batter forms. Add the tofu and gently toss in the batter until thoroughly coated.
Prepare the sauce by mixing together the soy sauce, dark soy sauce, sugar, salt, rice vinegar, sesame oil, 2 teaspoons cornstarch and 2/3 cup warm water. Stir the sauce until everything is dissolved and combined.
Add 1/4 cup of peanut oil (or vegetable oil) to a medium to large nonstick frying pan over low heat and add 1 cup of the blanched shelled peanuts. Stir the peanuts in the wok for 5 minutes until they are golden brown. You’ll notice the peanuts releasing more oil into the pan. Remove the peanuts from the pan, and set aside, leaving behind any oil in the pan.
Next, adjust the heat to medium, and gently place each cube of tofu in the pan. Let the tofu fry for about 5 minutes, or until the bottoms are browned. Turn the tofu with a spatula (they’ll stick together slightly, which may make it easier to flip a bunch of pieces all at once) and let the other side fry for another 5 minutes until the bottom is browned again. At this point, use a spatula to gently separate any tofu pieces that may be sticking together. Set the tofu aside.
Use 1 ½ tablespoons of the remaining oil from frying the peanuts and tofu to coat your wok. Add the carrots and stir-fry over medium heat for 1 minute. Add the ginger and dried chili peppers.
Toast the ginger and chili peppers for about 20 seconds and add the garlic and scallions. Stir-fry for another 20 seconds. Stir up the pre-mixed sauce with a chopstick or spoon since the cornstarch is likely to have settled, and add the sauce to the wok.
Turn the heat up to high, and bring the sauce to a simmer. Once the sauce begins to thicken and reduce, add the tofu and peanuts.
Toss the tofu and peanuts into the sauce until everything is coated. Keep stir-frying until the sauce has reduced and is clinging to the tofu and peanuts. At this point, you can stir in the Sichuan peppercorn powder, or you can sprinkle it on top. Serve with steamed rice.",en-US,4.86,,The Woks of Life,50,4 serving(s),1 serving,499 kcal,27 g,20 g,37 g,4 g,,624 mg,4 g,6 g,,
1367,Roasted Root Vegetables with a Miso Glaze,Kaitlin,https://thewoksoflife.com/roasted-root-vegetables-miso-glaze/,Chinese,https://thewoksoflife.com/wp-content/uploads/2017/11/roasted-root-vegetables-miso-8.jpg,"['1 pound carrots ((450g, scrubbed and cut into large chunks))', '8 medium beets ((peeled cut into thin wedges))', '1 large red onion ((peeled and cut into wedges))', 'Olive Oil', 'Salt and pepper', '3 tablespoons butter', '2 cloves garlic ((sliced))', '2 tablespoons miso paste', '2 tablespoons mirin', '1 tablespoon maple syrup', '¼ teaspoon cinnamon', '1 scallion ((chopped, optional))']","Preheat the oven to 425 degrees F. Spread the vegetables out on a parchment-lined rimmed baking sheet. Drizzle with olive oil and sprinkle with salt and pepper.
Roast the veggies in the oven for 45 minutes, until crisp on the outside.
In the final 10 minutes of roasting time, make the glaze. Melt the butter in a saucepan over medium heat. Add the garlic and cook for 3 minutes. Whisk in the miso paste, mirin, maple syrup, and cinnamon. Bring to a simmer and bubble for 2 minutes.
Pour over the vegetables, toss, and arrange on a platter. Garnish with scallions if desired. Serve!",en-US,4.75,,The Woks of Life,60,6 serving(s),1 serving,208 kcal,26 g,3 g,11 g,4 g,15 mg,444 mg,15 g,6 g,,
1368,Braised Spring Bamboo Shoots - Yóu Mèn Sun 油焖笋,Judy,https://thewoksoflife.com/braised-spring-bamboo-shoots/,Chinese,https://thewoksoflife.com/wp-content/uploads/2016/03/braised-bamboo-shoots-10-1.jpg,"['1 pound bamboo shoots ((450g, fresh or frozen, tough outer layers removed))', 'neutral oil ((such as vegetable or canola))', '2 thin slices ginger', '2 teaspoons sugar or rock sugar ((rock sugar is preferred, if you have it on hand))', '2 teaspoons Shaoxing wine', '1½ tablespoons light soy sauce', '½ teaspoon dark soy sauce', '1 cup water']","Before we begin, a note: if you’re using fresh winter bamboo shoots, it’s a good idea to blanch the bamboo first...once they are cut. You will also need to increase the simmering time when using winter bamboo.
Heat 3 tablespoons of oil in a wok over medium heat. Add the ginger and cook for about 30 seconds. Turn down the heat, and add the rock sugar, allowing it to dissolve completely in the oil. Now add the bamboo and turn up the heat; stir and mix everything well. Cook for a few minutes––until the edges of the bamboo start to brown slightly.
Now add the Shaoxing wine, light soy sauce, dark soy sauce, and water. Stir to combine. Cover and simmer for about 10 minutes over medium heat. After 10 minutes, uncover the pan, turn up the heat to reduce the liquid, and add a couple of drops of oil before plating. It sounds hokey, but this will give the dish an attractive sheen!",en-US,5.0,,The Woks of Life,20,6 serving(s),1 serving,66 kcal,4 g,2 g,5 g,1 g,,287 mg,3 g,1 g,,
1369,Stir Fried Water Spinach with Fermented Tofu,Bill,https://thewoksoflife.com/water-spinach-garlic-ginger-fermented-tofu/,Chinese,https://thewoksoflife.com/wp-content/uploads/2013/10/DSC_0394-1.jpg,"['1 bunch Chinese water spinach ((about 10 ounces/300g))', '2 tablespoons canola oil', '3 to 4 thin slices ginger ((julienned))', '4 to 5 dried chili peppers ((optional))', '1 to 4 cloves garlic ((sliced))', '2 squares white fermented tofu ((about ½ tablespoon))', '1/8 teaspoon sugar', '1/2 teaspoon salt', '1/8 teaspoon white pepper', '2 tablespoons shaoxing wine']","Remove the larger, tough stems from the vegetables. You can leave the thinner, tender stems. Wash the vegetables thoroughly in water (a couple soaks and rinses should work) and transfer to a colander to let the excess water drain.
Heat oil in a wok over high heat and add the ginger. Stir for about 10 seconds and then add the dried chilies, garlic, fermented tofu, sugar, salt, and white pepper.
Stir fry the mixture, keeping the heat on high, and add the greens. Stir-fry, moving the vegetables around the bottom of the wok so nothing burns. Use a folding motion, stir fry the mixture so all of the vegetables get seared evenly. After about a minute of this, move the vegetables into a mound in the middle of the wok. This technique is to allow the sides of the wok to reheat to get the “wok hay” flavor in there.
After about 30 seconds of high heat, add the wine around the perimeter of the wok and quickly spread your vegetable mound in a circular motion around the wok to get that searing “wok hay” effect for another 15-30 seconds.
Plate and serve immediately.",en-US,5.0,,The Woks of Life,20,2 serving(s),1 serving,179 kcal,7 g,4 g,14 g,1 g,,743 mg,1 g,3 g,,
1370,Chinese Cucumber Salad,Kaitlin,https://thewoksoflife.com/chinese-cucumber-salad/,Chinese,https://thewoksoflife.com/wp-content/uploads/2019/08/chinese-garlic-cucumber-salad-7.jpg,"['6 cloves garlic ((minced very finely, almost like a paste))', '3 tablespoons oil', '2 English cucumbers', '1 1/2 teaspoons salt or salt to taste', '1 teaspoon sugar', '1/8 teaspoon MSG ((optional))', '1/4 teaspoon sesame oil', '1 tablespoon rice vinegar']","First prepare the garlic. When you’ve minced all of the garlic, set aside the equivalent of 1 clove.
Mix the oil and the rest of the garlic together, and set over medium-heat in a saucepan. Cook lightly for 2-3 minutes. Some foam will appear as the water in the garlic escapes. Do not let the garlic brown! This process takes about 2 minutes. Remove from the heat and let cool.
Chop the cucumbers into quarters lengthwise and then into ½-inch chunks. Transfer to a bowl. Add the garlic oil, salt, sugar, pinch of MSG if using, sesame oil, and rice vinegar. Finally, add the reserved minced raw garlic. Stir thoroughly to coat everything.
For the best results, let sit for at least 20 minutes in the refrigerator to let the flavors meld.",en-US,4.72,,The Woks of Life,30,6 serving(s),1 serving,86 kcal,5 g,1 g,7 g,1 g,,778 mg,2 g,1 g,,
1371,Chinese Broccoli (Gai Lan) with Oyster Sauce,Sarah,https://thewoksoflife.com/chinese-broccoli-with-oyster-sauce/,Chinese,https://thewoksoflife.com/wp-content/uploads/2013/07/Chinese-broccoli-oyster-sauce-5-1.jpg,"['1 bunch fresh Chinese broccoli ((trimmed and washed))', '1 tablespoon vegetable oil', 'oyster sauce']","Boil 2 quarts of water in your wok or a large pot and add the oil directly to the water.
When the water reaches a good raging boil, place the stalks in the water carefully so as not to splash. Depending on how much you have, you may want to work in two batches.
Use tongs or a pair of chopsticks to submerge the veggies completely and cook for a couple minutes, until tender but still a bit crunchy. If you like the veggies soft, leave them in a bit longer.
Use a pair of tongs or chopsticks to take the veggies out of the water. Carefully shake off excess liquid and arrange the Chinese broccoli on a plate. Once they are all on the plate, you can drain any excess water that may have pooled on the plate.
Drizzle a couple tablespoons oyster sauce evenly over the veggies and serve!",en-US,-1.0,,The Woks of Life,25,4 serving(s),,,,,,,,,,,,
